41 sus 41 58 62 63 67	41 sus 41 58 62 63 67	41 min 41 60 61 65 67	41 min 41 60 61 65 67	41 sus 41 58 62 63 67	46 min 46 60 61 65 67	45 halfdim 45 59 62 63 67	44 min 44 59 61 65 67	43 phry 43 55 56 60 62	43 phry 43 55 56 60 62	43 phryNat6 43 55 56 60 64	43 phryNat6 43 55 56 60 64	43 phry 43 55 56 60 65	43 phry 43 55 56 60 65	47 sus 42 47 57 59 64	49 sus 44 49 59 61 66	52 sus 52 57 61 62 66	52 sus 52 57 61 62 66	38 sus 38 59 60 64 67	40 sus 40 61 62 66 69	43 sus 43 60 64 65 69	43 sus 43 60 64 65 69	39 sus 39 60 61 65 68	39 sus 39 60 61 65 68	39 lyd 39 59 62 67	39 lyd 39 59 62 67	39 sus 39 56 61 65	39 sus 39 56 61 65	36 phryNat6 36 60 61 65 69	36 phryNat6 36 60 61 65 69	36 phryNat6 36 60 61 65 69	36 phryNat6 36 60 61 65 69	36 phryNat6 36 60 61 65 69	36 phryNat6 36 60 61 65 69	36 phryNat6 36 60 61 65 69	36 phryNat6 36 60 61 65 69
38 maj 38 45 50 54	42 min 42 49 54 57	47 min 47 54 59 62	43 maj 43 50 59 62	46 maj 46 53 58 62	48 maj 48 55 60 64	45 maj 45 52 57 61	48 maj 48 55 60 64
54 maj 46 49 54 58 66	60 maj 40 52 55 60 67	56 min 47 51 56 68	51 min 42 51 54 58 63	59 min 50 54 59 71	60 maj 40 52 55 60 67 79	55 maj 47 50 55 62	54 min 49 54 57 61 73	49 maj 49 53 56 61 68
